Unnamed: 0,Source_ID,Target_ID,Source_Mol,Target_Mol,Source_Mol_pCMC,Target_Mol_pCMC,Delta_pCMC,Source_Mol_Area_min,Target_Mol_Area_min,Delta_Area_min,Source_Mol_AW_ST_CMC,Target_Mol_AW_ST_CMC,Delta_AW_ST_CMC
567,compound_295,compound_33,CCOCCOCCOCCOCCOCCOC(O)C(CC)CC,CCCCC=COOCCOCCOCCOCCOCCOCC,1.0,1.0160130780348102,"(-0.1, 0.1]",0.657604157924652,0.7852743864059449,no_change,32.6958541870117,34.031051635742195,no_change
568,compound_29,compound_33,CCCC(O)OCCOCCOCCOCCOCCOCC,CCCCC=COOCCOCCOCCOCCOCCOCC,0.0969100130080563,1.0160130780348102,"(0.9, 1.1]",0.699875950813293,0.7852743864059449,no_change,33.6229934692383,34.031051635742195,no_change
569,compound_33,compound_34,CCCCC=COOCCOCCOCCOCCOCCOCC,CCCCCC(O)OCCOCCOCCOCCOCCOCC,1.0160130780348102,1.13076828026902,"(0.1, 0.3]",0.7852743864059449,0.62,no_change,34.031051635742195,32.0,no_change
570,compound_33,compound_37,CCCCC=COOCCOCCOCCOCCOCCOCC,CCCCCCCC(O)OCCOCCOCCOCCOCC,1.0160130780348102,2.0362121726544498,"(0.9, 1.1]",0.7852743864059449,0.655966341495514,no_change,34.031051635742195,29.861690521240202,high->low
571,compound_33,compound_38,CCCCC=COOCCOCCOCCOCCOCCOCC,CCCCCCCC(O)OCCOCCOCCOCCOCCOCC,1.0160130780348102,2.00436480540245,"(0.9, 1.1]",0.7852743864059449,0.7102947235107421,no_change,34.031051635742195,31.3216953277588,no_change
572,compound_33,compound_27,CCCCC=COOCCOCCOCCOCCOCCOCC,CCCC(CCC)C(O)OCCOCCOCCOCCOCCOCC,1.0160130780348102,1.6382721639824098,"(0.5, 0.7]",0.7852743864059449,0.663422763347626,no_change,34.031051635742195,31.3071098327637,no_change
573,compound_294,compound_33,CCOCCOCCOCCOCCOCCOC(O)C(C)C,CCCCC=COOCCOCCOCCOCCOCCOCC,0.0409586076789063,1.0160130780348102,"(0.9, 1.1]",0.710170865058899,0.7852743864059449,no_change,33.347827911377,34.031051635742195,no_change
574,compound_25,compound_33,CCC=COOCCOCCOCCOCCOCCOCC,CCCCC=COOCCOCCOCCOCCOCCOCC,0.049002666011195,1.0160130780348102,"(0.9, 1.1]",0.7893458604812621,0.7852743864059449,no_change,35.67670440673829,34.031051635742195,no_change
587,compound_282,compound_280,CCCCOOCC,CCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,0.0089955596692448,1.23702150913226,"(1.1, 1.3]",0.994345486164093,0.5406257510185241,high->low,31.019586563110398,29.3122253417969,high->low
588,compound_219,compound_231,CCCCCCCCOC(CO)CO,CCCCCCCCOOCC,2.2841155529022203,2.3099812192113,"(-0.1, 0.1]",0.29084551334381104,0.456957668066025,no_change,24.7,29.4187660217285,no_change
589,compound_222,compound_231,CCCCCCCCOCCO,CCCCCCCCOOCC,2.30980391997149,2.3099812192113,"(-0.1, 0.1]",0.32,0.456957668066025,no_change,26.8,29.4187660217285,no_change
590,compound_231,compound_41,CCCCCCCCOOCC,CCCCCCCCC(O)CCO,2.3099812192113,2.63827216398241,"(0.3, 0.5]",0.456957668066025,0.32,no_change,29.4187660217285,23.4,no_change
592,compound_221,compound_231,CCCCCCCCOCC(O)CO,CCCCCCCCOOCC,2.23702150913226,2.3099812192113,"(-0.1, 0.1]",0.310876071453094,0.456957668066025,no_change,25.8095703125,29.4187660217285,no_change
593,compound_398,compound_231,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCOOCC,2.23657200643706,2.3099812192113,"(-0.1, 0.1]",0.32,0.456957668066025,no_change,24.5,29.4187660217285,no_change
594,compound_220,compound_231,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCOOCC,2.1739900222089,2.3099812192113,"(0.1, 0.3]",0.503244996070862,0.456957668066025,no_change,28.7951927185059,29.4187660217285,no_change
595,compound_282,compound_231,CCCCOOCC,CCCCCCCCOOCC,0.0089955596692448,2.3099812192113,"(2.3, 2.5]",0.994345486164093,0.456957668066025,high->low,31.019586563110398,29.4187660217285,high->low
596,compound_232,compound_231,CCCCCCCCOOCCOCCOCC,CCCCCCCCOOCC,2.12499664639996,2.3099812192113,"(0.1, 0.3]",0.51880145072937,0.456957668066025,no_change,29.206958770752,29.4187660217285,no_change
597,compound_231,compound_238,CCCCCCCCOOCC,CCCCCCCCc1ccc(OCCOCC)cc1,2.3099812192113,3.88605664769316,"(1.5, 1.7]",0.456957668066025,0.432248890399933,no_change,29.4187660217285,32.473800659179695,low->high
599,compound_223,compound_231,CCCCCCCCOCCOCCOCCO,CCCCCCCCOOCC,2.30980391997149,2.3099812192113,"(-0.1, 0.1]",0.32,0.456957668066025,no_change,27.0,29.4187660217285,no_change
600,compound_232,compound_219,CCCCCCCCOOCCOCCOCC,CCCCCCCCOC(CO)CO,2.12499664639996,2.2841155529022203,"(0.1, 0.3]",0.51880145072937,0.29084551334381104,no_change,29.206958770752,24.7,no_change
601,compound_232,compound_222,CCCCCCCCOOCCOCCOCC,CCCCCCCCOCCO,2.12499664639996,2.30980391997149,"(0.1, 0.3]",0.51880145072937,0.32,no_change,29.206958770752,26.8,no_change
602,compound_232,compound_36,CCCCCCCCOOCCOCCOCC,CCCCCCCC(O)OCCOCCOCC,2.12499664639996,2.30980391997149,"(0.1, 0.3]",0.51880145072937,0.417191118001938,no_change,29.206958770752,27.08616065979,no_change
603,compound_232,compound_41,CCCCCCCCOOCCOCCOCC,CCCCCCCCC(O)CCO,2.12499664639996,2.63827216398241,"(0.5, 0.7]",0.51880145072937,0.32,no_change,29.206958770752,23.4,no_change
605,compound_232,compound_221,CCCCCCCCOOCCOCCOCC,CCCCCCCCOCC(O)CO,2.12499664639996,2.23702150913226,"(0.1, 0.3]",0.51880145072937,0.310876071453094,no_change,29.206958770752,25.8095703125,no_change
606,compound_232,compound_398,CCCCCCCCOOCCOCCOCC,CCCCCCCCOC[C@@H](O)CO,2.12499664639996,2.23657200643706,"(0.1, 0.3]",0.51880145072937,0.32,no_change,29.206958770752,24.5,no_change
607,compound_232,compound_220,CCCCCCCCOOCCOCCOCC,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,2.12499664639996,2.1739900222089,"(-0.1, 0.1]",0.51880145072937,0.503244996070862,no_change,29.206958770752,28.7951927185059,no_change
608,compound_235,compound_232,CCCCCCCCOOCCOCCOCCOCCOCCOCC,CCCCCCCCOOCCOCCOCC,2.0040140020862,2.12499664639996,"(0.1, 0.3]",0.829038500785828,0.51880145072937,high->low,32.2756767272949,29.206958770752,high->low
609,compound_234,compound_232,CCCCCCCCOOCCOCCOCCOCCOCC,CCCCCCCCOOCCOCCOCC,1.95900230757651,2.12499664639996,"(0.1, 0.3]",0.833013653755188,0.51880145072937,high->low,30.8972015380859,29.206958770752,no_change
611,compound_232,compound_240,CCCCCCCCOOCCOCCOCC,CCCCCCCCc1ccc(OCCOCCOCCOCC)cc1,2.12499664639996,3.88605664769316,"(1.7, 1.9]",0.51880145072937,0.5469412207603449,no_change,29.206958770752,30.7920875549316,no_change
613,compound_232,compound_223,CCCCCCCCOOCCOCCOCC,CCCCCCCCOCCOCCOCCO,2.12499664639996,2.30980391997149,"(0.1, 0.3]",0.51880145072937,0.32,no_change,29.206958770752,27.0,no_change
614,compound_232,compound_238,CCCCCCCCOOCCOCCOCC,CCCCCCCCc1ccc(OCCOCC)cc1,2.12499664639996,3.88605664769316,"(1.7, 1.9]",0.51880145072937,0.432248890399933,no_change,29.206958770752,32.473800659179695,low->high
615,compound_234,compound_238,CCCCCCCCOOCCOCCOCCOCCOCC,CCCCCCCCc1ccc(OCCOCC)cc1,1.95900230757651,3.88605664769316,"(1.9, 2.1]",0.833013653755188,0.432248890399933,high->low,30.8972015380859,32.473800659179695,low->high
616,compound_241,compound_238,CCCCCCCCc1ccc(OCCOCCOCCOCCOCC)cc1,CCCCCCCCc1ccc(OCCOCC)cc1,3.82390874094432,3.88605664769316,"(-0.1, 0.1]",0.58299058675766,0.432248890399933,no_change,30.5732307434082,32.473800659179695,low->high
618,compound_240,compound_238,CCCCCCCCc1ccc(OCCOCCOCCOCC)cc1,CCCCCCCCc1ccc(OCCOCC)cc1,3.88605664769316,3.88605664769316,"(-0.1, 0.1]",0.5469412207603449,0.432248890399933,no_change,30.7920875549316,32.473800659179695,low->high
619,compound_238,compound_253,CCCCCCCCc1ccc(OCCOCC)cc1,CCCCCCCCc1ccccc1OOCCOCCOCC,3.88605664769316,4.01300446027562,"(0.1, 0.3]",0.432248890399933,0.545281291007996,no_change,32.473800659179695,30.8929100036621,high->low
620,compound_238,compound_239,CCCCCCCCc1ccc(OCCOCC)cc1,CCCCCCCCc1ccc(OCCOCCOCC)cc1,3.88605664769316,4.01322826573376,"(0.1, 0.3]",0.432248890399933,0.49778613448143,no_change,32.473800659179695,31.446268081665,no_change
621,compound_238,compound_252,CCCCCCCCc1ccc(OCCOCC)cc1,CCCCCCCCc1ccccc1OOCCOCC,3.88605664769316,4.11599807523121,"(0.1, 0.3]",0.432248890399933,0.492914736270904,no_change,32.473800659179695,31.680517196655305,no_change
622,compound_219,compound_251,CCCCCCCCOC(CO)CO,CCCCCCCCc1ccccc1OOCC,2.2841155529022203,4.30495634117871,"(1.9, 2.1]",0.29084551334381104,0.434622526168823,no_change,24.7,32.7942123413086,low->high
623,compound_222,compound_251,CCCCCCCCOCCO,CCCCCCCCc1ccccc1OOCC,2.30980391997149,4.30495634117871,"(1.9, 2.1]",0.32,0.434622526168823,no_change,26.8,32.7942123413086,low->high
624,compound_41,compound_251,CCCCCCCCC(O)CCO,CCCCCCCCc1ccccc1OOCC,2.63827216398241,4.30495634117871,"(1.5, 1.7]",0.32,0.434622526168823,no_change,23.4,32.7942123413086,low->high
626,compound_221,compound_251,CCCCCCCCOCC(O)CO,CCCCCCCCc1ccccc1OOCC,2.23702150913226,4.30495634117871,"(1.9, 2.1]",0.310876071453094,0.434622526168823,no_change,25.8095703125,32.7942123413086,low->high
627,compound_398,compound_251,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCc1ccccc1OOCC,2.23657200643706,4.30495634117871,"(1.9, 2.1]",0.32,0.434622526168823,no_change,24.5,32.7942123413086,low->high
628,compound_220,compound_251,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCc1ccccc1OOCC,2.1739900222089,4.30495634117871,"(2.1, 2.3]",0.503244996070862,0.434622526168823,no_change,28.7951927185059,32.7942123413086,low->high
629,compound_231,compound_251,CCCCCCCCOOCC,CCCCCCCCc1ccccc1OOCC,2.3099812192113,4.30495634117871,"(1.9, 2.1]",0.456957668066025,0.434622526168823,no_change,29.4187660217285,32.7942123413086,low->high
630,compound_232,compound_251,CCCCCCCCOOCCOCCOCC,CCCCCCCCc1ccccc1OOCC,2.12499664639996,4.30495634117871,"(2.1, 2.3]",0.51880145072937,0.434622526168823,no_change,29.206958770752,32.7942123413086,low->high
631,compound_238,compound_251,CCCCCCCCc1ccc(OCCOCC)cc1,CCCCCCCCc1ccccc1OOCC,3.88605664769316,4.30495634117871,"(0.3, 0.5]",0.432248890399933,0.434622526168823,no_change,32.473800659179695,32.7942123413086,no_change
632,compound_254,compound_251,CCCCCCCCc1ccccc1OOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCC,3.88605664769316,4.30495634117871,"(0.3, 0.5]",0.593595623970032,0.434622526168823,no_change,30.649658203125,32.7942123413086,low->high
633,compound_253,compound_251,CCCCCCCCc1ccccc1OOCCOCCOCC,CCCCCCCCc1ccccc1OOCC,4.01300446027562,4.30495634117871,"(0.1, 0.3]",0.545281291007996,0.434622526168823,no_change,30.8929100036621,32.7942123413086,low->high
634,compound_252,compound_251,CCCCCCCCc1ccccc1OOCCOCC,CCCCCCCCc1ccccc1OOCC,4.11599807523121,4.30495634117871,"(0.1, 0.3]",0.492914736270904,0.434622526168823,no_change,31.680517196655305,32.7942123413086,no_change
635,compound_223,compound_251,CCCCCCCCOCCOCCOCCO,CCCCCCCCc1ccccc1OOCC,2.30980391997149,4.30495634117871,"(1.9, 2.1]",0.32,0.434622526168823,no_change,27.0,32.7942123413086,low->high
636,compound_406,compound_251,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,CCCCCCCCc1ccccc1OOCC,3.42021640338319,4.30495634117871,"(0.7, 0.9]",0.44,0.434622526168823,no_change,34.8,32.7942123413086,no_change
637,compound_407,compound_251,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCCCc1ccccc1OOCC,2.744727494896689,4.30495634117871,"(1.5, 1.7]",0.42,0.434622526168823,no_change,29.3,32.7942123413086,low->high
638,compound_408,compound_251,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCCCc1ccccc1OOCC,2.92081875395238,4.30495634117871,"(1.3, 1.5]",0.46,0.434622526168823,no_change,33.0,32.7942123413086,no_change
639,compound_184,compound_85,CCCCCCCCCCCCOOCCOCC,CCCCCCCCCCCCC(O)CCO,4.48095996135166,4.69279336929321,"(0.1, 0.3]",0.3921818137168879,0.300029546022415,no_change,27.9539451599121,26.3,no_change
640,compound_184,compound_183,CCCCCCCCCCCCOOCCOCC,CCCCCCCCCCCCOOCC,4.48095996135166,4.63808338133136,"(0.1, 0.3]",0.3921818137168879,0.373815298080444,no_change,27.9539451599121,27.8731880187988,no_change
641,compound_185,compound_184,CCCCCCCCCCCCOOCCOCCOCC,CCCCCCCCCCCCOOCCOCC,4.2839966563652006,4.48095996135166,"(0.1, 0.3]",0.427478969097137,0.3921818137168879,no_change,27.9,27.9539451599121,no_change
642,compound_187,compound_184,CCCCCCCCCCCCOOCCOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCC,4.19402364928244,4.48095996135166,"(0.1, 0.3]",0.5130626559257511,0.3921818137168879,no_change,30.5,27.9539451599121,no_change
643,compound_186,compound_184,CCCCCCCCCCCCOOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCC,4.19402364928244,4.48095996135166,"(0.1, 0.3]",0.471747577190399,0.3921818137168879,no_change,28.6,27.9539451599121,no_change
644,compound_163,compound_184,CCCCCCCCCCCCN(C)C.Cl,CCCCCCCCCCCCOOCCOCC,2.59598588943481,4.48095996135166,"(1.7, 1.9]",0.521179378032684,0.3921818137168879,no_change,38.5,27.9539451599121,high->low
645,compound_169,compound_184,CCCCCCCCCCCCOCCOCCOCCO,CCCCCCCCCCCCOOCCOCC,4.2839966563652006,4.48095996135166,"(0.1, 0.3]",0.42,0.3921818137168879,no_change,27.7,27.9539451599121,no_change
646,compound_183,compound_85,CCCCCCCCCCCCOOCC,CCCCCCCCCCCCC(O)CCO,4.63808338133136,4.69279336929321,"(-0.1, 0.1]",0.373815298080444,0.300029546022415,no_change,27.8731880187988,26.3,no_change
647,compound_185,compound_183,CCCCCCCCCCCCOOCCOCCOCC,CCCCCCCCCCCCOOCC,4.2839966563652006,4.63808338133136,"(0.3, 0.5]",0.427478969097137,0.373815298080444,no_change,27.9,27.8731880187988,no_change
648,compound_186,compound_183,CCCCCCCCCCCCOOCCOCCOCCOCC,CCCCCCCCCCCCOOCC,4.19402364928244,4.63808338133136,"(0.3, 0.5]",0.471747577190399,0.373815298080444,no_change,28.6,27.8731880187988,no_change
649,compound_163,compound_183,CCCCCCCCCCCCN(C)C.Cl,CCCCCCCCCCCCOOCC,2.59598588943481,4.63808338133136,"(1.9, 2.1]",0.521179378032684,0.373815298080444,no_change,38.5,27.8731880187988,high->low
650,compound_169,compound_183,CCCCCCCCCCCCOCCOCCOCCO,CCCCCCCCCCCCOOCC,4.2839966563652006,4.63808338133136,"(0.3, 0.5]",0.42,0.373815298080444,no_change,27.7,27.8731880187988,no_change
651,compound_185,compound_85,CCCCCCCCCCCCOOCCOCCOCC,CCCCCCCCCCCCC(O)CCO,4.2839966563652006,4.69279336929321,"(0.3, 0.5]",0.427478969097137,0.300029546022415,no_change,27.9,26.3,no_change
652,compound_185,compound_86,CCCCCCCCCCCCOOCCOCCOCC,CCCCCCCCCCCCC(O)OCCOCCOCCOCCOCC,4.2839966563652006,4.3098039199714915,"(-0.1, 0.1]",0.427478969097137,0.44491571187973,no_change,27.9,30.6522006988525,no_change
653,compound_188,compound_185,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCCOCC,4.05998184499234,4.2839966563652006,"(0.1, 0.3]",0.551211059093475,0.427478969097137,no_change,31.0,27.9,no_change
654,compound_187,compound_185,CCCCCCCCCCCCOOCCOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCCOCC,4.19402364928244,4.2839966563652006,"(-0.1, 0.1]",0.5130626559257511,0.427478969097137,no_change,30.5,27.9,no_change
655,compound_186,compound_185,CCCCCCCCCCCCOOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCCOCC,4.19402364928244,4.2839966563652006,"(-0.1, 0.1]",0.471747577190399,0.427478969097137,no_change,28.6,27.9,no_change
656,compound_163,compound_185,CCCCCCCCCCCCN(C)C.Cl,CCCCCCCCCCCCOOCCOCCOCC,2.59598588943481,4.2839966563652006,"(1.5, 1.7]",0.521179378032684,0.427478969097137,no_change,38.5,27.9,high->low
657,compound_169,compound_185,CCCCCCCCCCCCOCCOCCOCCO,CCCCCCCCCCCCOOCCOCCOCC,4.2839966563652006,4.2839966563652006,"(-0.1, 0.1]",0.42,0.427478969097137,no_change,27.7,27.9,no_change
658,compound_192,compound_193,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,3.85387196432176,4.26003230324049,"(0.3, 0.5]",0.716039061546326,0.819076061248779,no_change,40.0,35.3,no_change
659,compound_192,compound_191,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,3.85387196432176,4.0,"(0.1, 0.3]",0.716039061546326,0.621984541416168,no_change,40.0,36.0,no_change
660,compound_142,compound_141,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,5.63808338133136,5.69897000433602,"(-0.1, 0.1]",0.722959399223328,0.5564168095588679,high->low,38.9,36.6812515258789,no_change
661,compound_140,compound_141,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,5.6779875614176,5.69897000433602,"(-0.1, 0.1]",0.4772389531135561,0.5564168095588679,no_change,35.8,36.6812515258789,no_change
662,compound_141,compound_139,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,5.69897000433602,5.921180816901151,"(0.1, 0.3]",0.5564168095588679,0.4296291768550871,no_change,36.6812515258789,34.1962089538574,no_change
663,compound_141,compound_138,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCC,5.69897000433602,5.77006231409207,"(-0.1, 0.1]",0.5564168095588679,0.4015641808509829,no_change,36.6812515258789,33.0,no_change
664,compound_142,compound_140,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,5.63808338133136,5.6779875614176,"(-0.1, 0.1]",0.722959399223328,0.4772389531135561,high->low,38.9,35.8,no_change
666,compound_190,compound_191,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,4.0,4.0,"(-0.1, 0.1]",0.6212345361709589,0.621984541416168,no_change,34.8,36.0,no_change
667,compound_191,compound_189,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCC,4.0,4.08597434830367,"(-0.1, 0.1]",0.621984541416168,0.589749097824097,high->low,36.0,33.7,no_change
668,compound_191,compound_188,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCC,4.0,4.05998184499234,"(-0.1, 0.1]",0.621984541416168,0.551211059093475,high->low,36.0,31.0,high->low
669,compound_140,compound_139,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,5.6779875614176,5.921180816901151,"(0.1, 0.3]",0.4772389531135561,0.4296291768550871,no_change,35.8,34.1962089538574,no_change
670,compound_140,compound_138,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCC,5.6779875614176,5.77006231409207,"(-0.1, 0.1]",0.4772389531135561,0.4015641808509829,no_change,35.8,33.0,no_change
671,compound_140,compound_137,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCC,5.6779875614176,5.779891911959949,"(0.1, 0.3]",0.4772389531135561,0.388688713312149,no_change,35.8,32.0,no_change
672,compound_260,compound_259,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCC,3.48095996135166,3.52302353424047,"(-0.1, 0.1]",0.7847115397453309,0.76055920124054,no_change,35.0,33.5,no_change
673,compound_259,compound_258,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCC,3.52302353424047,3.5529971015338395,"(-0.1, 0.1]",0.76055920124054,0.7255452871322629,no_change,33.5,32.0,no_change
674,compound_259,compound_257,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCC,3.52302353424047,3.60205999132796,"(-0.1, 0.1]",0.76055920124054,0.68786758184433,no_change,33.5,31.6686496734619,no_change
675,compound_46,compound_259,CCCCCCCCC=COOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCC,2.52592949678496,3.52302353424047,"(0.9, 1.1]",0.634104549884796,0.76055920124054,no_change,34.486007690429695,33.5,no_change
676,compound_236,compound_259,CCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCC,1.88605664769316,3.52302353424047,"(1.5, 1.7]",0.691365778446198,0.76055920124054,no_change,34.6452407836914,33.5,no_change
677,compound_259,compound_256,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCC,3.52302353424047,3.6779875614176,"(0.1, 0.3]",0.76055920124054,0.654554843902588,no_change,33.5,30.0,high->low
678,compound_260,compound_258,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCC,3.48095996135166,3.5529971015338395,"(-0.1, 0.1]",0.7847115397453309,0.7255452871322629,no_change,35.0,32.0,no_change
679,compound_260,compound_257,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCC,3.48095996135166,3.60205999132796,"(0.1, 0.3]",0.7847115397453309,0.68786758184433,no_change,35.0,31.6686496734619,no_change
680,compound_208,compound_61,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,3.0,3.52287874528034,"(0.5, 0.7]",0.64998185634613,0.621244549751282,no_change,35.6,34.7784805297852,no_change
681,compound_209,compound_208,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,2.8860566476931604,3.0,"(0.1, 0.3]",0.621062636375427,0.64998185634613,no_change,35.8003540039063,35.6,no_change
682,compound_208,compound_207,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCC,3.0,3.01497791789047,"(-0.1, 0.1]",0.64998185634613,0.672786712646484,no_change,35.6,33.390720367431605,no_change
683,compound_208,compound_206,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCCOCC,3.0,3.04599883231843,"(-0.1, 0.1]",0.64998185634613,0.6618170738220209,no_change,35.6,30.0,high->low
684,compound_208,compound_205,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCC,3.0,3.10001543745061,"(0.1, 0.3]",0.64998185634613,0.5882328748703001,high->low,35.6,29.7938537597656,high->low
686,compound_209,compound_61,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,2.8860566476931604,3.52287874528034,"(0.5, 0.7]",0.621062636375427,0.621244549751282,no_change,35.8003540039063,34.7784805297852,no_change
687,compound_209,compound_207,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCC,2.8860566476931604,3.01497791789047,"(0.1, 0.3]",0.621062636375427,0.672786712646484,no_change,35.8003540039063,33.390720367431605,no_change
688,compound_46,compound_209,CCCCCCCCC=COOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,2.52592949678496,2.8860566476931604,"(0.3, 0.5]",0.634104549884796,0.621062636375427,no_change,34.486007690429695,35.8003540039063,no_change
689,compound_236,compound_209,CCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,1.88605664769316,2.8860566476931604,"(0.9, 1.1]",0.691365778446198,0.621062636375427,no_change,34.6452407836914,35.8003540039063,no_change
690,compound_209,compound_206,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCCOCC,2.8860566476931604,3.04599883231843,"(0.1, 0.3]",0.621062636375427,0.6618170738220209,no_change,35.8003540039063,30.0,high->low
691,compound_190,compound_86,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCC(O)OCCOCCOCCOCCOCC,4.0,4.3098039199714915,"(0.3, 0.5]",0.6212345361709589,0.44491571187973,high->low,34.8,30.6522006988525,high->low
